question_id,intervention,measurement_layer,distance,delta_persona_projection,delta_emotion_projection
eval01,persona,20,14,0.013471037149429321,-0.011115550994873047
eval01,persona,20,15,0.022401511669158936,-0.0044384002685546875
eval01,persona,20,16,0.002094268798828125,-0.022406816482543945
eval01,persona,20,17,0.022599220275878906,0.005249977111816406
eval01,persona,20,18,0.013148784637451172,0.005577564239501953
eval01,persona,20,19,0.013328075408935547,0.013162612915039062
eval01,persona,20,20,-0.020801067352294922,-0.037686824798583984
eval01,persona,27,1,3.3218040466308594,1.0265135765075684
eval01,persona,27,2,1.6183910369873047,0.7433128356933594
eval01,persona,27,3,0.2876434326171875,0.06564569473266602
eval01,persona,27,4,0.5623359680175781,0.6649494171142578
eval01,persona,27,5,0.7201194763183594,0.1289215087890625
eval01,persona,27,6,0.29672670364379883,-0.03528594970703125
eval01,persona,27,7,0.21826171875,0.1808333396911621
eval01,persona,27,8,0.9274253845214844,0.2031850814819336
eval01,persona,27,9,1.7308216094970703,0.6455478668212891
eval01,persona,27,10,1.0438117980957031,0.20418071746826172
eval01,persona,27,11,0.6139755249023438,0.3075981140136719
eval01,persona,27,12,0.16504669189453125,0.05391883850097656
eval01,persona,27,13,0.6533203125,0.3777742385864258
eval01,persona,27,14,0.6286468505859375,-0.10744857788085938
eval01,persona,27,15,1.0145149230957031,0.2916327714920044
eval01,persona,27,16,-0.07277488708496094,0.3846094608306885
eval01,persona,27,17,0.3263697624206543,-0.1658306121826172
eval01,persona,27,18,-0.1420459747314453,0.14790964126586914
eval01,persona,27,19,0.19924545288085938,0.07224464416503906
eval01,persona,27,20,-0.052204132080078125,-0.0558013916015625
eval02,emotion,20,1,0.11797428131103516,0.18834543228149414
eval02,emotion,20,2,0.1507091522216797,0.29656147956848145
eval02,emotion,20,3,0.026793479919433594,0.1342477798461914
eval02,emotion,20,4,0.06348371505737305,0.06731843948364258
eval02,emotion,20,5,0.021121978759765625,0.024973392486572266
eval02,emotion,20,6,0.014573097229003906,0.027377605438232422
eval02,emotion,20,7,0.010279178619384766,0.017441093921661377
eval02,emotion,20,8,0.011682510375976562,0.018907546997070312
eval02,emotion,20,9,0.0009052753448486328,-0.0017087459564208984
eval02,emotion,20,10,-0.014804840087890625,-0.0030584335327148438
eval02,emotion,20,11,-0.00238037109375,0.0034923553466796875
eval02,emotion,20,12,-0.0012960433959960938,-0.002398967742919922
eval02,emotion,20,13,-0.005744457244873047,-0.00925445556640625
eval02,emotion,20,14,0.0043392181396484375,0.0035314559936523438
eval02,emotion,20,15,0.008740425109863281,0.024031639099121094
eval02,emotion,20,16,-0.022157669067382812,-0.005896568298339844
eval02,emotion,20,17,-0.004772186279296875,-0.00018453598022460938
eval02,emotion,20,18,-0.0006566047668457031,0.02004718780517578
eval02,emotion,20,19,0.0006155967712402344,0.0023467540740966797
eval02,emotion,20,20,0.015140056610107422,0.009419798851013184
eval02,emotion,27,1,1.947723388671875,0.8644905090332031
eval02,emotion,27,2,-0.06860542297363281,0.7593307495117188
eval02,emotion,27,3,0.1332263946533203,0.6557540893554688
eval02,emotion,27,4,1.3336563110351562,0.7731924057006836
eval02,emotion,27,5,0.009662628173828125,0.017023086547851562
eval02,emotion,27,6,0.2131938934326172,0.3336467742919922
eval02,emotion,27,7,-0.14525985717773438,0.12240982055664062
eval02,emotion,27,8,0.007167816162109375,0.10647010803222656
eval02,emotion,27,9,0.01139068603515625,0.07963752746582031
eval02,emotion,27,10,-0.12199020385742188,0.10091972351074219
eval02,emotion,27,11,0.2017841339111328,0.4575214385986328
eval02,emotion,27,12,-0.27234840393066406,-0.3172798156738281
eval02,emotion,27,13,-0.0964040756225586,0.13153076171875
eval02,emotion,27,14,0.2995147705078125,0.2661247253417969
eval02,emotion,27,15,0.7891464233398438,0.4166297912597656
eval02,emotion,27,16,-0.5958309173583984,0.11508369445800781
eval02,emotion,27,17,0.3087158203125,0.19646644592285156
eval02,emotion,27,18,0.10892009735107422,0.43180084228515625
eval02,emotion,27,19,-0.2449188232421875,0.12238502502441406
eval02,emotion,27,20,-0.5804443359375,-0.07160568237304688
eval02,persona,20,1,0.2425704002380371,0.045333147048950195
eval02,persona,20,2,0.40247058868408203,0.17068052291870117
eval02,persona,20,3,0.1630096435546875,0.06790447235107422
eval02,persona,20,4,0.16201162338256836,0.058168888092041016
eval02,persona,20,5,0.06148195266723633,0.010576486587524414
eval02,persona,20,6,0.04193449020385742,0.0440974235534668
eval02,persona,20,7,0.028084754943847656,-4.45246696472168e-05
eval02,persona,20,8,0.0026826858520507812,0.004758358001708984
eval02,persona,20,9,0.03317832946777344,0.017989158630371094
eval02,persona,20,10,-0.012782096862792969,-0.0025229454040527344
eval02,persona,20,11,0.0021800994873046875,-0.0030732154846191406
eval02,persona,20,12,-0.0036339759826660156,-0.011685371398925781
eval02,persona,20,13,-0.007115840911865234,-0.026837825775146484
eval02,persona,20,14,0.008681297302246094,0.00592803955078125
eval02,persona,20,15,0.02256488800048828,0.01975727081298828
eval02,persona,20,16,-0.0009002685546875,-0.015930652618408203
eval02,persona,20,17,0.008639335632324219,-0.0014247894287109375
eval02,persona,20,18,0.030127525329589844,0.033598899841308594
eval02,persona,20,19,-0.004817485809326172,0.005174398422241211
eval02,persona,20,20,0.014206409454345703,1.3947486877441406e-05
eval02,persona,27,1,4.799679756164551,1.2993011474609375
eval02,persona,27,2,1.7406425476074219,1.5634593963623047
eval02,persona,27,3,0.8668231964111328,0.8428564071655273
eval02,persona,27,4,1.5791091918945312,0.4244728088378906
eval02,persona,27,5,-0.0061187744140625,0.42572021484375
eval02,persona,27,6,1.6058464050292969,0.5347046852111816
eval02,persona,27,7,0.3630523681640625,-0.05669593811035156
eval02,persona,27,8,0.2483386993408203,0.19329452514648438
eval02,persona,27,9,0.0492706298828125,-0.12756729125976562
eval02,persona,27,10,-0.17502593994140625,-0.06920051574707031
eval02,persona,27,11,0.4758920669555664,0.19126129150390625
eval02,persona,27,12,0.29058074951171875,-0.199188232421875
eval02,persona,27,13,0.3049430847167969,0.03047943115234375
eval02,persona,27,14,0.7666225433349609,0.07414436340332031
eval02,persona,27,15,0.8586845397949219,0.8654918670654297
eval02,persona,27,16,-0.4202842712402344,0.231842041015625
eval02,persona,27,17,0.36737060546875,0.2221698760986328
eval02,persona,27,18,0.7164344787597656,0.3360252380371094
eval02,persona,27,19,-0.06754302978515625,0.0399932861328125
eval02,persona,27,20,0.8059492111206055,-0.05097389221191406
eval03,emotion,20,1,0.12676143646240234,0.25087785720825195
eval03,emotion,20,2,0.03110790252685547,0.058773040771484375
eval03,emotion,20,3,0.02042865753173828,0.05009746551513672
eval03,emotion,20,4,0.019289016723632812,0.06886577606201172
eval03,emotion,20,5,0.004422187805175781,0.006249070167541504
eval03,emotion,20,6,0.010955810546875,0.033390045166015625
eval03,emotion,20,7,0.013453483581542969,0.0002923011779785156
eval03,emotion,20,8,0.01598680019378662,0.080413818359375
eval03,emotion,20,9,0.022068500518798828,0.03875374794006348
eval03,emotion,20,10,-0.0035219192504882812,0.021964073181152344
eval03,emotion,20,11,-0.0745081901550293,0.019809842109680176
eval03,emotion,20,12,0.023260116577148438,0.029123306274414062
eval03,emotion,20,13,-0.004179954528808594,-0.0034666061401367188
