emotion,condition,layer,overlap_cosine,parallel_fraction,mean_delta_sycophancy_projection,mean_delta_emotion_projection
exuberant,orthogonal_matched,26,0.12215417,0.014921632,-0.07525593619793654,2.477823865413666
exuberant,orthogonal_matched,27,0.12215417,0.014921632,-0.07116511967033148,2.419757807254791
exuberant,orthogonal_matched,28,0.12215417,0.014921632,-0.08183766845613719,2.387288439273834
exuberant,orthogonal_matched,29,0.12215417,0.014921632,-0.0790713695809245,2.3301280975341796
exuberant,orthogonal_matched,30,0.12215417,0.014921632,-0.08512501548975707,2.3216296195983888
exuberant,orthogonal_matched,31,0.12215417,0.014921632,-0.08987636347301305,2.2990757703781126
exuberant,orthogonal_matched,32,0.12215417,0.014921632,-0.06337045780383051,2.3191414952278135
exuberant,orthogonal_matched,33,0.12215417,0.014921632,-0.056357105076313016,2.336284136772156
exuberant,orthogonal_matched,34,0.12215417,0.014921632,-0.004330210341140628,2.4344467639923097
exuberant,orthogonal_matched,35,0.12215417,0.014921632,-0.000252488162368536,2.4084391474723814
exuberant,orthogonal_matched,36,0.12215417,0.014921632,0.010114589566364884,2.3832085132598877
exuberant,orthogonal_matched,37,0.12215417,0.014921632,0.03659713128581643,2.4307900071144104
exuberant,orthogonal_matched,38,0.12215417,0.014921632,0.012512638326734304,2.3410873889923094
exuberant,orthogonal_matched,39,0.12215417,0.014921632,0.9505304858088494,17.3744366645813
invigorated,full,22,0.08887916,0.007899499,0.23874323293566704,3.021302032470703
invigorated,full,23,0.08887916,0.007899499,0.2237887792289257,2.8884912490844727
invigorated,full,24,0.08887916,0.007899499,0.21469993591308595,2.760319006443024
invigorated,full,25,0.08887916,0.007899499,0.19191199988126756,2.675221490859985
invigorated,full,26,0.08887916,0.007899499,0.188655599206686,2.617897641658783
invigorated,full,27,0.08887916,0.007899499,0.1965061642229557,2.5484261393547056
invigorated,full,28,0.08887916,0.007899499,0.17274811416864394,2.5038421630859373
invigorated,full,29,0.08887916,0.007899499,0.17172262407839298,2.461373245716095
invigorated,full,30,0.08887916,0.007899499,0.1514131236821413,2.4807867646217345
invigorated,full,31,0.08887916,0.007899499,0.12030805423855781,2.4652873277664185
invigorated,full,32,0.08887916,0.007899499,0.10700042881071567,2.4799593091011047
invigorated,full,33,0.08887916,0.007899499,0.08317604213953018,2.551158881187439
invigorated,full,34,0.08887916,0.007899499,0.21428351029753684,2.695679271221161
invigorated,full,35,0.08887916,0.007899499,0.24401617646217347,2.6868919730186462
invigorated,full,36,0.08887916,0.007899499,0.30248646438121796,2.6926856875419616
invigorated,full,37,0.08887916,0.007899499,0.4233360178768635,2.7685569643974306
invigorated,full,38,0.08887916,0.007899499,0.39277005568146706,2.7008916258811952
invigorated,full,39,0.08887916,0.007899499,4.056256818771362,21.89011526107788
invigorated,orthogonal_matched,22,0.08887916,0.007899499,-0.04372412133961916,3.0086379170417787
invigorated,orthogonal_matched,23,0.08887916,0.007899499,-0.05309770423918962,2.877005708217621
invigorated,orthogonal_matched,24,0.08887916,0.007899499,-0.05869298717007041,2.747589135169983
invigorated,orthogonal_matched,25,0.08887916,0.007899499,-0.08462061434984207,2.66321519613266
invigorated,orthogonal_matched,26,0.08887916,0.007899499,-0.08421088652685285,2.6053884029388428
invigorated,orthogonal_matched,27,0.08887916,0.007899499,-0.07375388173386455,2.536287248134613
invigorated,orthogonal_matched,28,0.08887916,0.007899499,-0.09682658454403281,2.4934835553169252
invigorated,orthogonal_matched,29,0.08887916,0.007899499,-0.09586672270670533,2.4510489463806153
invigorated,orthogonal_matched,30,0.08887916,0.007899499,-0.12406854201108217,2.4696176171302797
invigorated,orthogonal_matched,31,0.08887916,0.007899499,-0.15363813061267137,2.4579950332641602
invigorated,orthogonal_matched,32,0.08887916,0.007899499,-0.17788936737924815,2.47102689743042
invigorated,orthogonal_matched,33,0.08887916,0.007899499,-0.2111720722168684,2.540821921825409
invigorated,orthogonal_matched,34,0.08887916,0.007899499,-0.08168496526777744,2.6823912143707274
invigorated,orthogonal_matched,35,0.08887916,0.007899499,-0.06434699855744838,2.6738524436950684
invigorated,orthogonal_matched,36,0.08887916,0.007899499,-0.010173718631267547,2.6780104517936705
invigorated,orthogonal_matched,37,0.08887916,0.007899499,0.06309720361605287,2.7432334661483764
invigorated,orthogonal_matched,38,0.08887916,0.007899499,0.027586336806416513,2.6789028525352476
invigorated,orthogonal_matched,39,0.08887916,0.007899499,0.9655544735491276,21.54738187789917
cheerful,full,22,0.21183823,0.044875417,0.6886145234107971,3.2089213967323302
cheerful,full,23,0.21183823,0.044875417,0.6713588535785675,3.0636207818984986
cheerful,full,24,0.21183823,0.044875417,0.6678208857774734,2.9456875205039976
cheerful,full,25,0.21183823,0.044875417,0.6853465229272843,2.893006718158722
cheerful,full,26,0.21183823,0.044875417,0.6850739508867264,2.8372522234916686
cheerful,full,27,0.21183823,0.044875417,0.6770932614803314,2.774045479297638
cheerful,full,28,0.21183823,0.044875417,0.6388567477464676,2.720657396316528
cheerful,full,29,0.21183823,0.044875417,0.6373687192797661,2.6776058435440064
cheerful,full,30,0.21183823,0.044875417,0.6491839319467545,2.678829753398895
cheerful,full,31,0.21183823,0.044875417,0.6171342879533768,2.651728570461273
cheerful,full,32,0.21183823,0.044875417,0.613114683330059,2.7067697525024412
cheerful,full,33,0.21183823,0.044875417,0.6190710857510566,2.7101928353309632
cheerful,full,34,0.21183823,0.044875417,0.6833635121583939,2.8572006583213807
cheerful,full,35,0.21183823,0.044875417,0.7466403409838677,2.850819265842438
cheerful,full,36,0.21183823,0.044875417,0.7754998162388802,2.8611329317092897
cheerful,full,37,0.21183823,0.044875417,0.9472150385379792,2.928212058544159
cheerful,full,38,0.21183823,0.044875417,0.9099952653050423,2.8885241627693174
cheerful,full,39,0.21183823,0.044875417,9.59583842754364,25.967184257507324
cheerful,orthogonal_matched,22,0.21183823,0.044875417,-0.013566846866160632,3.127723503112793
cheerful,orthogonal_matched,23,0.21183823,0.044875417,-0.017740307562053203,2.9905689001083373
cheerful,orthogonal_matched,24,0.21183823,0.044875417,-0.013653113786131144,2.8722798347473146
cheerful,orthogonal_matched,25,0.21183823,0.044875417,-0.005554908607155085,2.814115011692047
cheerful,orthogonal_matched,26,0.21183823,0.044875417,0.0017075077630579472,2.7565722942352293
cheerful,orthogonal_matched,27,0.21183823,0.044875417,0.00035563241690397265,2.695129466056824
cheerful,orthogonal_matched,28,0.21183823,0.044875417,-0.03596413535997271,2.6502522110939024
cheerful,orthogonal_matched,29,0.21183823,0.044875417,-0.033092434890568255,2.6081939339637756
cheerful,orthogonal_matched,30,0.21183823,0.044875417,-0.039960155915468934,2.6025121092796324
cheerful,orthogonal_matched,31,0.21183823,0.044875417,-0.07053667698055506,2.580277979373932
cheerful,orthogonal_matched,32,0.21183823,0.044875417,-0.09963235054165125,2.6340897560119627
cheerful,orthogonal_matched,33,0.21183823,0.044875417,-0.11838327348232269,2.635522556304932
cheerful,orthogonal_matched,34,0.21183823,0.044875417,-0.061937364656478165,2.7767184019088744
cheerful,orthogonal_matched,35,0.21183823,0.044875417,-0.0317609685473144,2.7607903242111207
cheerful,orthogonal_matched,36,0.21183823,0.044875417,-0.01398784201592207,2.776317131519318
cheerful,orthogonal_matched,37,0.21183823,0.044875417,0.03979546166956425,2.8041849017143248
cheerful,orthogonal_matched,38,0.21183823,0.044875417,-0.009894570522010326,2.7795650124549867
cheerful,orthogonal_matched,39,0.21183823,0.044875417,1.9861432194709778,24.97622776031494
joyful,full,22,0.054532073,0.0029737488,0.3185079887509346,5.968203330039978
joyful,full,23,0.054532073,0.0029737488,0.313301146030426,5.575816559791565
joyful,full,24,0.054532073,0.0029737488,0.35632721334695816,5.364232468605041
joyful,full,25,0.054532073,0.0029737488,0.38224196434020996,5.165691995620728
