intervention,measurement_layer,initial_persona_effect,initial_emotion_effect,persona_auc,emotion_auc
emotion,22,0.023568624258041383,0.063053547590971,0.051101947948336605,0.15862532705068588
emotion,39,2.258758211135864,4.018417310714722,8.523041087388993,16.924125301837925
persona,22,0.08631499782204628,0.022607157379388808,0.2858747735619545,0.058234447240829476
persona,39,7.915389776229858,0.8442790746688843,38.31586182117462,6.135345983505249
